,title,studio,domestic_gross,foreign_gross,year
419,The Dilemma (Uni.),Uni.,48500000.0,21200000.0,2011
420,The Darkest Hour (Sum.),Sum.,21400000.0,43200000.0,2011
421,Hanna (Focus),Focus,40300000.0,23500000.0,2011
422,Footloose (2011) (Par.),Par.,51800000.0,11700000.0,2011
423,Elite Squad: The Enemy Within (Vari.),Vari.,100000.0,62900000.0,2011
424,Colombiana (TriS),TriS,36700000.0,24300000.0,2011
425,Something Borrowed (WB),WB,39000000.0,21100000.0,2011
426,One Day (Focus),Focus,13800000.0,45500000.0,2011
427,Beginning of the Great Revival (CL),CL,151000.0,58200000.0,2011
428,Killer Elite (ORF),ORF,25100000.0,31300000.0,2011
429,Extremely Loud & Incredibly Close (WB),WB,31800000.0,23400000.0,2011
430,The Tree of Life (FoxS),FoxS,13300000.0,41000000.0,2011
431,Tyler Perry's Madea's Big Happy Family (LGF),LGF,53300000.0,816000.0,2011
432,Detective Dee and the Mystery of the Phantom Flame (IM),IM,460000.0,51300000.0,2011
433,Winnie the Pooh (BV),BV,26700000.0,23200000.0,2011
434,Conan the Barbarian (2011) (LGF),LGF,21300000.0,27500000.0,2011
435,Soul Surfer (TriS),TriS,43900000.0,3200000.0,2011
436,War of the Arrows (CJ),CJ,251000.0,45800000.0,2011
437,Arthur (2011) (WB),WB,33000000.0,12700000.0,2011
438,The Debt (Focus),Focus,31200000.0,14500000.0,2011
439,Beastly (CBS),CBS,27900000.0,15300000.0,2011
440,Of Gods and Men (SPC),SPC,4000000.0,38200000.0,2011
441,Born to Be Wild (IMAX) (WB),WB,25900000.0,15600000.0,2011
442,Evangelion 2.0: You Can (Not) Advance (Elev.),Elev.,134000.0,41000000.0,2011
443,Fright Night (2011) (BV),BV,18300000.0,22700000.0,2011
444,30 Minutes or Less (Sony),Sony,37100000.0,3500000.0,2011
445,The Roommate (SGem),SGem,37300000.0,3200000.0,2011
446,Shark Night 3D (Rela.),Rela.,18900000.0,21300000.0,2011
447,Monte Carlo (Fox),Fox,23200000.0,16500000.0,2011
448,50/50 (Sum.),Sum.,35000000.0,4200000.0,2011
449,Mars Needs Moms (BV),BV,21400000.0,17600000.0,2011
450,Dream House (Uni.),Uni.,21300000.0,17200000.0,2011
451,Jumping the Broom (TriS),TriS,37300000.0,415000.0,2011
452,Don't Be Afraid of the Dark (FD),FD,24000000.0,12900000.0,2011
453,RA One (Eros),Eros,2500000.0,33400000.0,2011
454,A Very Harold & Kumar 3D Christmas (WB),WB,35100000.0,326000.0,2011
455,My Week with Marilyn (Wein.),Wein.,14600000.0,20500000.0,2011
456,The Sitter (Fox),Fox,30400000.0,4500000.0,2011
457,Jane Eyre (Focus),Focus,11200000.0,23500000.0,2011
458,Courageous (TriS),TriS,34500000.0,19400000.0,2011
459,Shaolin (Vari.),Vari.,66100.0,33600000.0,2011
460,African Cats (BV),BV,15400000.0,15400000.0,2011
461,The Skin I Live In (SPC),SPC,3200000.0,27700000.0,2011
462,I Don't Know How She Does It (Wein.),Wein.,9700000.0,20900000.0,2011
463,What's Your Number? (Fox),Fox,14000000.0,16399999.0,2011
464,Drive Angry (Sum.),Sum.,10700000.0,18200000.0,2011
465,Carnage (2011) (SPC),SPC,2500000.0,25100000.0,2011
466,A Dangerous Method (SPC),SPC,5700000.0,21800000.0,2011
467,The Thing (2011) (Uni.),Uni.,16900000.0,10500000.0,2011
468,The Eagle (Focus),Focus,19500000.0,7600000.0,2011
469,Legend of the Fist: The Return of Chen Zhen (Vari.),Vari.,50400.0,26500000.0,2011
470,Apollo 18 (W/Dim.),W/Dim.,17700000.0,7900000.0,2011
471,Biutiful (RAtt.),RAtt.,5100000.0,20000000.0,2011
472,Your Highness (Uni.),Uni.,21600000.0,3300000.0,2011
473,Our Idiot Brother (Wein.),Wein.,24800000.0,19400000.0,2011
474,The Rum Diary (FD),FD,13100000.0,10800000.0,2011
475,The Women on the 6th Floor (Strand),Strand,720000.0,22500000.0,2011
476,Potiche (MBox),MBox,1600000.0,21600000.0,2011
477,Warrior (LGF),LGF,13700000.0,9400000.0,2011
478,Young Adult (Par.),Par.,16300000.0,6600000.0,2011
479,Sarah's Key (Wein.),Wein.,7700000.0,13400000.0,2011
480,The Way Back (NM),NM,2700000.0,17600000.0,2011
481,A Separation (SPC),SPC,7100000.0,12800000.0,2011
482,The Guard (SPC),SPC,5400000.0,14200000.0,2011
483,Margin Call (RAtt.),RAtt.,5400000.0,14200000.0,2011
484,Glee The 3D Concert Movie (Fox),Fox,11900000.0,6800000.0,2011
485,Shame (FoxS),FoxS,3900000.0,13800000.0,2011
486,13 Assassins (Magn.),Magn.,803000.0,16800000.0,2011
487,Hoodwinked Too! Hood vs. Evil (Wein.),Wein.,10100000.0,6800000.0,2011
488,The Heir Apparent: Largo Winch (MBox),MBox,10400.0,16900000.0,2011
489,The Last Godfather (RAtt.),RAtt.,164000.0,16600000.0,2011
490,Delhi Belly (UTV),UTV,1500000.0,15200000.0,2011
491,Melancholia (Magn.),Magn.,3000000.0,12900000.0,2011
492,Judy Moody and the NOT Bummer Summer (Rela.),Rela.,15000000.0,678000.0,2011
493,The Conspirator (RAtt.),RAtt.,11500000.0,3900000.0,2011
494,Anonymous (Sony),Sony,4500000.0,10900000.0,2011
495,Ip Man 2: Legend of the Grandmaster (Vari.),Vari.,206000.0,14900000.0,2011
496,The Housemaid (IFC),IFC,158000.0,14600000.0,2011
497,Desert Flower (NGE),NGE,44300.0,14600000.0,2011
498,Pina (IFC),IFC,3500000.0,11100000.0,2011
499,Beginners (Focus),Focus,5800000.0,8500000.0,2011
500,My Afternoons with Margueritte (Cohen),Cohen,667000.0,13600000.0,2011
501,I Saw the Devil (Magn.),Magn.,129000.0,12600000.0,2011
502,The Hedgehog (NeoC),NeoC,708000.0,12000000.0,2011
503,Gainsbourg: A Heroic Life (MBox),MBox,233000.0,12000000.0,2011
504,The Warring States (CL),CL,69000.0,11800000.0,2011
505,What Women Want (Wo Zhi Nu Run Xin) (CL),CL,124000.0,11700000.0,2011
506,Snow Flower and the Secret Fan (FoxS),FoxS,1300000.0,10000000.0,2011
507,Win Win (FoxS),FoxS,10200000.0,652000.0,2011
508,Flying Monsters (NGE),NGE,5700000.0,5100000.0,2011
509,City of Life and Death (Kino),Kino,123000.0,10600000.0,2011
510,Le Havre (Jan.),Jan.,612000.0,9900000.0,2011
511,Straw Dogs (2011) (SGem),SGem,10300000.0,19400000.0,2011
512,Prom (BV),BV,10100000.0,19400000.0,2011
513,In a Better World (SPC),SPC,1000000.0,8600000.0,2011
514,Trespass (2011) (MNE),MNE,24100.0,9600000.0,2011
515,Saving Private Perez (LGF),LGF,1400000.0,7900000.0,2011
516,Point Blank (Magn.),Magn.,708000.0,8500000.0,2011
517,Winter in Wartime (SPC),SPC,543000.0,8700000.0,2011
518,Barney's Version (U.S. only) (SPC),SPC,4400000.0,4000000.0,2011
519,Outrage (2011) (Magn.),Magn.,44700.0,8400000.0,2011
520,Senna (PDA),PDA,1600000.0,6600000.0,2011
521,Last Night (Trib.),Trib.,99000.0,7600000.0,2011
522,The Big Year (Fox),Fox,7200000.0,244000.0,2011
523,The Beaver (Sum.),Sum.,971000.0,6300000.0,2011
524,Take Me Home Tonight (Rela.),Rela.,6900000.0,19400000.0,2011
525,Cedar Rapids (FoxS),FoxS,6900000.0,19400000.0,2011
526,The Princess of Montpensier (IFC),IFC,352000.0,6400000.0,2011
527,Cave of Forgotten Dreams (IFC),IFC,5300000.0,1200000.0,2011
528,Sex and Zen 3D: Extreme Ecstasy (CL),CL,153000.0,6200000.0,2011
529,We Need to Talk About Kevin (Osci.),Osci.,1700000.0,4300000.0,2011
530,Attack the Block (SGem),SGem,1000000.0,4800000.0,2011
531,Even the Rain (Vita.),Vita.,518000.0,5300000.0,2011
532,Young Goethe in Love (MBox),MBox,162000.0,5600000.0,2011
533,11-11-11 (Rocket),Rocket,32800.0,5700000.0,2011
534,Certified Copy (IFC),IFC,1400000.0,4099999.0,2011
535,Thank You (2011) (UTV),UTV,464000.0,5000000.0,2011
536,The Company Men (Wein.),Wein.,4400000.0,441000.0,2011
538,Tucker & Dale Vs. Evil (Magn.),Magn.,224000.0,4500000.0,2011
539,London Boulevard (IFC),IFC,16100.0,4600000.0,2011
540,Dylan Dog: Dead of Night (OMNI/FSR),OMNI/FSR,1200000.0,3400000.0,2011
541,The Names of Love (MBox),MBox,514000.0,4099999.0,2011
542,The Way (PDA),PDA,4400000.0,19400000.0,2011
543,Burke and Hare (IFC),IFC,4800.0,4300000.0,2011
544,King of Devil's Island (FM),FM,7600.0,4200000.0,2011
545,Bride Flight (MBox),MBox,501000.0,3700000.0,2011
546,Trollhunter (Magn.),Magn.,253000.0,3900000.0,2011
547,Buck (IFC),IFC,4000000.0,19400000.0,2011
548,Carancho (Strand),Strand,85500.0,3900000.0,2011
549,Like Crazy (ParV),ParV,3400000.0,336000.0,2011
550,The Double (Imag.),Imag.,138000.0,3600000.0,2011
551,Don 2 (Relbig.),Relbig.,3700000.0,19400000.0,2011
552,Love Crime (IFC),IFC,540000.0,3100000.0,2011
553,Incendies (U.S. only) (SPC),SPC,2100000.0,1500000.0,2011
554,Martha Marcy May Marlene (FoxS),FoxS,3000000.0,548000.0,2011
556,The King's Speech (PG-13) (Wein.),Wein.,3300000.0,19400000.0,2011
557,Machine Gun Preacher (Rela.),Rela.,539000.0,2800000.0,2011
558,The Last Circus (Magn.),Magn.,40500.0,3200000.0,2011
559,From Prada to Nada (LGF),LGF,3000000.0,123000.0,2011
560,Flypaper (IFC),IFC,5000.0,3100000.0,2011
561,Zindagi Na Milegi Dobara (Eros),Eros,3100000.0,19400000.0,2011
562,Take Shelter (SPC),SPC,1700000.0,1400000.0,2011
563,The Greatest Miracle (KKM),KKM,555000.0,2500000.0,2011
564,Rapt (Lorb.),Lorb.,45800.0,2900000.0,2011
565,Pastorela (LGF),LGF,161000.0,2700000.0,2011
566,The Double Hour (Gold.),Gold.,1500000.0,1200000.0,2011
567,Everything Must Go (RAtt.),RAtt.,2700000.0,19400000.0,2011
568,3 (2011) (Strand),Strand,60000.0,2600000.0,2011
569,Oranges and Sunshine (Cohen),Cohen,143000.0,2400000.0,2011
570,Ong Bak 3 (Magn.),Magn.,14900.0,2300000.0,2011
571,Poetry (Kino),Kino,356000.0,1900000.0,2011
572,The Tree (Zeit.),Zeit.,71200.0,2100000.0,2011
573,"The Butcher, the Chef and the Swordsman (CL)",CL,47900.0,2000000.0,2011
574,The Trip (2011) (IFC),IFC,2000000.0,19400000.0,2011
575,Armadillo (Lorb.),Lorb.,14600.0,2000000.0,2011
576,Bodyguard (Relbig.),Relbig.,1800000.0,19400000.0,2011
577,Brighton Rock (IFC),IFC,230000.0,1600000.0,2011
578,A Somewhat Gentle Man (Strand),Strand,37700.0,1800000.0,2011
579,The Topp Twins: Untouchable Girls (Argo.),Argo.,29300.0,1800000.0,2011
580,Another Earth (FoxS),FoxS,1300000.0,456000.0,2011
581,A Better Life (Sum.),Sum.,1800000.0,19400000.0,2011
582,Chalet Girl (IFC),IFC,1700.0,1700000.0,2011
583,Yamla Pagla Deewana (Eros),Eros,993000.0,600000.0,2011
584,Bill Cunningham New York (Zeit.),Zeit.,1500000.0,19400000.0,2011
585,The Art of Getting By (FoxS),FoxS,1400000.0,19400000.0,2011
586,The Devil's Double (LGF),LGF,1400000.0,19400000.0,2011
587,Uncle Boonmee Who Can Recall His Past Lives (Strand),Strand,184000.0,946000.0,2011
588,The Whistleblower (Gold.),Gold.,1100000.0,19400000.0,2011
589,Red State (SMod),SMod,1100000.0,19400000.0,2011
590,London River (Libre),Libre,7200.0,1100000.0,2011
591,Desi Boyz (Eros),Eros,1100000.0,19400000.0,2011
592,When We Leave (Die Fremde) (Olive),Olive,19600.0,1100000.0,2011
593,There Be Dragons (Gold.),Gold.,1100000.0,19400000.0,2011
594,Vanishing on 7th Street (Magn.),Magn.,22700.0,1000000.0,2011
595,Page One: A Year Inside the New York Times (Magn.),Magn.,1100000.0,19400000.0,2011
596,The Time That Remains (IFC),IFC,32900.0,1000000.0,2011
597,Rockstar (2011) (Eros),Eros,987000.0,19400000.0,2011
598,Meek's Cutoff (Osci.),Osci.,978000.0,19400000.0,2011
599,Texas Killing Fields (Anch.),Anch.,45500.0,912000.0,2011
600,Ready (Eros),Eros,955000.0,19400000.0,2011
601,Miral (Wein.),Wein.,373000.0,527000.0,2011
602,Submarine (Wein.),Wein.,468000.0,397000.0,2011
603,Higher Ground (SPC),SPC,842000.0,19400000.0,2011
604,Mozart's Sister (MBox),MBox,708000.0,132000.0,2011
605,Plastic Planet (FRun),FRun,3200.0,836000.0,2011
606,Chillar Party (UTV),UTV,6300.0,826000.0,2011
607,Mausam (Eros),Eros,728000.0,19400000.0,2011
608,The First Grader (NGE),NGE,332000.0,382000.0,2011
609,Hobo With a Shotgun (Magn.),Magn.,703000.0,19400000.0,2011
610,Tabloid (IFC),IFC,697000.0,19400000.0,2011
611,Dhobi Ghat (Mumbai Diaries) (UTV),UTV,577000.0,102000.0,2011
612,Aarakshan (Reservation) (Relbig.),Relbig.,651000.0,19400000.0,2011
613,POM Wonderful Presents: The Greatest Movie Ever Sold (SPC),SPC,638000.0,19400000.0,2011
614,No One Killed Jessica (UTV),UTV,441000.0,193000.0,2011
615,Korkoro (Lorb.),Lorb.,8200.0,619000.0,2011
616,Blackthorn (Magn.),Magn.,201000.0,423000.0,2011
617,How I Ended This Summer (FM),FM,8700.0,614000.0,2011
618,The Ledge (IFC),IFC,9200.0,602000.0,2011
619,Heartbeats (IFC),IFC,68700.0,520000.0,2011
620,The Future (RAtt.),RAtt.,569000.0,19400000.0,2011
621,Dum Maaro Dum (FoxS),FoxS,564000.0,19400000.0,2011
622,Double Dhamaal (Relbig.),Relbig.,544000.0,19400000.0,2011
623,Kaboom (IFC),IFC,119000.0,421000.0,2011
624,Mere Brother Ki Dulhan (Yash),Yash,496000.0,19400000.0,2011
625,Weekend (2011) (IFC),IFC,485000.0,19400000.0,2011
626,Protektor (FM),FM,3000.0,469000.0,2011
627,Circumstance (RAtt.),RAtt.,454000.0,19400000.0,2011
628,The Other Woman (IFC),IFC,25400.0,427000.0,2011
629,Project Nim (RAtt.),RAtt.,411000.0,19400000.0,2011
630,Rage (Rabia) (Strand),Strand,5600.0,403000.0,2011
631,The Human Resources Manager (FM),FM,64000.0,329000.0,2011
632,Hesher (WHE),WHE,383000.0,19400000.0,2011
633,7 Khoon Maaf (UTV),UTV,270000.0,94700.0,2011
634,Another Happy Day (P4),P4,8500.0,347000.0,2011
635,Singham (Relbig.),Relbig.,351000.0,19400000.0,2011
636,The Mill and the Cross (KC),KC,312000.0,30300.0,2011
637,Super (IFC),IFC,328000.0,19400000.0,2011
638,L'Amour Fou (IFC),IFC,312000.0,19400000.0,2011
639,Being Elmo: A Puppeteer's Journey (SD),SD,304000.0,19400000.0,2011
640,In the Land of Blood and Honey (FD),FD,304000.0,19400000.0,2011
641,Special Treatment (FRun),FRun,8900.0,286000.0,2011
642,Illegal (2011) (FM),FM,700.0,289000.0,2011
643,The Interrupters (CGld),CGld,282000.0,19400000.0,2011
644,Rascals (Eros),Eros,274000.0,19400000.0,2011
645,The Black Power Mix Tape: 1967-1975 (IFC),IFC,274000.0,19400000.0,2011
646,Black Death (Magn.),Magn.,22600.0,243000.0,2011
647,Le Quattro Volte (Lorb.),Lorb.,153000.0,103000.0,2011
648,Life in a Day (NGE),NGE,253000.0,19400000.0,2011
649,Caterpillar (Lorb.),Lorb.,4200.0,248000.0,2011
650,Little Girl (La Pivellina) (FRun),FRun,1400.0,236000.0,2011
651,El Bulli: Cooking in Progress (AM),AM,237000.0,19400000.0,2011
652,"If I Want to Whistle, I Whistle (FM)",FM,12100.0,220000.0,2011
653,Into the Abyss (IFC),IFC,224000.0,19400000.0,2011
654,HappyThankYouMorePlease (Anch.),Anch.,216000.0,19400000.0,2011
655,The Robber (Kino),Kino,83500.0,125000.0,2011
656,Henry's Crime (MPFT),MPFT,103000.0,102000.0,2011
657,A Good Old Fashioned Orgy (Gold.),Gold.,200000.0,19400000.0,2011
658,Film Socialisme (Lorb.),Lorb.,33000.0,159000.0,2011
659,Bol (Eros),Eros,189000.0,19400000.0,2011
660,Leap Year (2011) (Strand),Strand,13000.0,175000.0,2011
661,A Screaming Man (FM),FM,9900.0,175000.0,2011
662,Jig (Scre.),Scre.,184000.0,19400000.0,2011
663,Nostalgia for the Light (Icar.),Icar.,164000.0,13700.0,2011
664,Anchor Baby (AGF),AGF,15800.0,161000.0,2011
665,Bellflower (Osci.),Osci.,168000.0,19400000.0,2011
666,Restless (2011) (SPC),SPC,163000.0,19400000.0,2011
667,Road to Nowhere (Mont.),Mont.,40300.0,121000.0,2011
668,Magic Trip (Magn.),Magn.,155000.0,19400000.0,2011
669,Eames: The Architect and the Painter (FRun),FRun,153000.0,19400000.0,2011
670,Revenge of the Electric Car (A23),A23,151000.0,19400000.0,2011
671,The Human Centipede 2: Full Sequence (IFC),IFC,142000.0,19400000.0,2011
672,Cold Weather (IFC),IFC,141000.0,19400000.0,2011
673,Game (2011) (Eros),Eros,140000.0,19400000.0,2011
674,1911 (Vari.),Vari.,136000.0,19400000.0,2011
675,"Life, Above All (SPC)",SPC,134000.0,19400000.0,2011
676,Tomboy (2011) (Da.),Da.,130000.0,19400000.0,2011
677,Octubre (NYer),NYer,32100.0,96700.0,2011
678,The Arbor (Strand),Strand,21600.0,105000.0,2011
679,Mysteries of Lisbon (MBox),MBox,111000.0,14900.0,2011
680,Vidal Sassoon: The Movie (P4),P4,86000.0,38600.0,2011
681,Trust (2011) (MNE),MNE,120000.0,19400000.0,2011
682,Steve Jobs: The Lost Interview (Magn.),Magn.,106000.0,19400000.0,2011
683,Rubber (Magn.),Magn.,100000.0,19400000.0,2011
684,The Man Who Fell to Earth (35th anniversary re-issue) (Rialto),Rialto,100000.0,19400000.0,2011
685,Chalo Dilli (Eros),Eros,94300.0,19400000.0,2011
686,The Whale (Pala.),Pala.,81900.0,19400000.0,2011
687,Beautiful Boy (Anch.),Anch.,77200.0,19400000.0,2011
688,Puncture (MNE),MNE,68900.0,19400000.0,2011
689,A Beautiful Life (CL),CL,66200.0,19400000.0,2011
690,"Tuesday, After Christmas (Lorb.)",Lorb.,27800.0,36200.0,2011
691,Viva Riva! (MBox),MBox,61800.0,19400000.0,2011
692,Murder 2 (Eros),Eros,59500.0,19400000.0,2011
693,Dirty Girl (Wein.),Wein.,55100.0,19400000.0,2011
694,Battleship Potemkin (2011 re-issue) (Kino),Kino,51200.0,19400000.0,2011
695,Love U Mr. Kalakaar (Eros),Eros,48600.0,19400000.0,2011
696,Margaret (FoxS),FoxS,46500.0,19400000.0,2011
697,"Happy, Happy (Magn.)",Magn.,45200.0,19400000.0,2011
698,The Myth of the American Sleepover (IFC),IFC,41000.0,19400000.0,2011
699,Hell and Back Again (DF),DF,40600.0,19400000.0,2011
700,Khodorkovsky (KL),KL,39500.0,19400000.0,2011
701,Sleeping Beauty (2011) (II) (IFC),IFC,36600.0,19400000.0,2011
702,My Kingdom (2011) (CL),CL,36500.0,19400000.0,2011
703,Love in Space (CL),CL,34800.0,19400000.0,2011
704,Stake Land (IFC),IFC,33200.0,19400000.0,2011
705,Brotherhood (2011) (P4),P4,19700.0,12700.0,2011
706,The Son of No One (Anch.),Anch.,30700.0,19400000.0,2011
707,Muran (UTV),UTV,30100.0,19400000.0,2011
708,The Sleeping Beauty (Strand),Strand,29100.0,19400000.0,2011
709,Tyrannosaur (Strand),Strand,22300.0,19400000.0,2011
710,Ceremony (Magn.),Magn.,22300.0,19400000.0,2011
711,I'm Glad My Mother is Alive (Strand),Strand,8700.0,13200.0,2011
712,Always Kabhi Kabhi (Eros),Eros,21400.0,19400000.0,2011
714,5 Days of War (Anch.),Anch.,17500.0,19400000.0,2011
715,Aurora (CGld),CGld,5700.0,5100.0,2011
716,Magic to Win (CL),CL,10700.0,19400000.0,2011
717,Wrecked (IFC),IFC,8000.0,19400000.0,2011
718,My Piece of the Pie (IFC),IFC,6900.0,19400000.0,2011
719,I Melt With You (Magn.),Magn.,6400.0,19400000.0,2011
720,My Joy (KL),KL,6300.0,19400000.0,2011
721,To Die Like a Man (Strand),Strand,4000.0,900.0,2011
722,Blood Ties (ALP),ALP,2800.0,19400000.0,2011
723,Knuckle (Vita.),Vita.,2600.0,19400000.0,2011
724,Main Street (Magn.),Magn.,2600.0,19400000.0,2011
725,"Love, Wedding, Marriage (IFC)",IFC,1900.0,19400000.0,2011
726,An Invisible Sign (IFC),IFC,1300.0,19400000.0,2011
727,Marvel's The Avengers (BV),BV,623400000.0,895500000.0,2012
728,Skyfall (Sony),Sony,304400000.0,804200000.0,2012
729,The Dark Knight Rises (WB),WB,448100000.0,636800000.0,2012
730,The Hobbit: An Unexpected Journey (WB (NL)),WB (NL),303000000.0,718100000.0,2012
731,Ice Age: Continental Drift (Fox),Fox,161300000.0,715900000.0,2012
732,The Twilight Saga: Breaking Dawn Part 2 (LG/S),LG/S,292300000.0,537400000.0,2012
733,The Amazing Spider-Man (Sony),Sony,262000000.0,495900000.0,2012
734,Madagascar 3: Europe's Most Wanted (P/DW),P/DW,216400000.0,530500000.0,2012
735,The Hunger Games (LGF),LGF,408000000.0,286400000.0,2012
736,MIB 3 (Sony),Sony,179000000.0,445000000.0,2012
737,Life of Pi (Fox),Fox,125000000.0,484000000.0,2012
738,Ted (Uni.),Uni.,218800000.0,330600000.0,2012
739,Brave (BV),BV,237300000.0,303200000.0,2012
740,Wreck-It Ralph (BV),BV,189400000.0,281800000.0,2012
741,Les Miserables (2012) (Uni.),Uni.,148800000.0,293000000.0,2012
742,The Intouchables (U.S.-only) (Wein.),Wein.,10200000.0,416400000.0,2012
743,Django Unchained (Wein.),Wein.,162800000.0,262600000.0,2012
744,Prometheus (Fox),Fox,126500000.0,276900000.0,2012
745,Snow White and the Huntsman (Uni.),Uni.,155300000.0,241300000.0,2012
746,Taken 2 (Fox),Fox,139900000.0,236300000.0,2012
747,Hotel Transylvania (Sony),Sony,148300000.0,210100000.0,2012
748,Dr. Seuss' The Lorax (Uni.),Uni.,214000000.0,134800000.0,2012
749,Titanic 3D (Par.),Par.,57900000.0,285700000.0,2012
750,Journey 2: The Mysterious Island (WB (NL)),WB (NL),103900000.0,231400000.0,2012
751,The Expendables 2 (LGF),LGF,85000000.0,229900000.0,2012
752,Rise of the Guardians (P/DW),P/DW,103400000.0,203500000.0,2012
753,Wrath of the Titans (WB),WB,83700000.0,221600000.0,2012
754,Battleship (Uni.),Uni.,65400000.0,237600000.0,2012
755,John Carter (BV),BV,73100000.0,211100000.0,2012
756,The Bourne Legacy (Uni.),Uni.,113200000.0,162900000.0,2012
757,Lincoln (BV),BV,182200000.0,93100000.0,2012
758,Dark Shadows (WB),WB,79700000.0,165800000.0,2012
759,Resident Evil: Retribution (SGem),SGem,42300000.0,197700000.0,2012
760,Silver Linings Playbook (Wein.),Wein.,132100000.0,104300000.0,2012
761,American Reunion (Uni.),Uni.,57000000.0,178000000.0,2012
762,Argo (WB),WB,136000000.0,96300000.0,2012
763,Jack Reacher (Par.),Par.,80100000.0,138300000.0,2012
764,Safe House (Uni.),Uni.,126400000.0,81700000.0,2012
765,21 Jump Street (Sony),Sony,138400000.0,63100000.0,2012
766,Total Recall (2012) (Sony),Sony,58900000.0,139600000.0,2012
767,The Vow (SGem),SGem,125000000.0,71100000.0,2012
768,Mirror Mirror (Rela.),Rela.,64900000.0,118100000.0,2012
769,The Impossible (LG/S),LG/S,19000000.0,161300000.0,2012
770,The Dictator (Par.),Par.,59700000.0,119700000.0,2012
771,Looper (TriS),TriS,66500000.0,110000000.0,2012
772,Magic Mike (WB),WB,113700000.0,53500000.0,2012
773,Flight (Par.),Par.,93800000.0,68000000.0,2012
774,Underworld Awakening (SGem),SGem,62300000.0,97800000.0,2012
775,This Means War (Fox),Fox,54800000.0,101700000.0,2012
776,The Secret World of Arrietty (BV),BV,19200000.0,126400000.0,2012
777,Paranormal Activity 4 (Par.),Par.,53900000.0,88900000.0,2012
778,Step Up Revolution (LG/S),LG/S,35100000.0,105400000.0,2012
779,The Best Exotic Marigold Hotel (FoxS),FoxS,46400000.0,90400000.0,2012
780,Zero Dark Thirty (Sony),Sony,95700000.0,37100000.0,2012
781,Ghost Rider: Spirit of Vengeance (Sony),Sony,51800000.0,80800000.0,2012
782,Cloud Atlas (WB),WB,27100000.0,103400000.0,2012
783,The Woman in Black (CBS),CBS,54300000.0,73400000.0,2012
784,Chronicle (2012) (Fox),Fox,64599999.0,62100000.0,2012
785,The Pirates! Band of Misfits (Sony),Sony,31100000.0,92000000.0,2012
